"","mean_inc_c1","sd_inc_c1","mean_inc_e1","sd_inc_e1","mean_inc_c2","sd_inc_c2","mean_inc_e2","sd_inc_e2","icer_ta","icer_tb"
"1",2374.66797055201,506.903798529767,0.674933594110402,0.101380759705953,2471.14650307257,39.5774574014692,0.694229300614513,0.00791549148029382,3518.37275737022,3559.55373949958
